TCGA-DD-A11D-01A-11R-A131-07	TCGA-DD-AACT-01A-11R-A41C-07	TCGA-G3-AAUZ-01A-11R-A38B-07	TCGA-EP-A26S-11A-12R-A16W-07
ENSG00000002933	830.324255130589	1956.72683892591	419.516643768461	690.118273244274
ENSG00000003056	24.8289409696689	19.0954146572528	3.19660722755358	22.1405550624441
ENSG00000003096	0.747874647069798	1.51100119426771	0.743219215079914	0.781437616550523
ENSG00000003137	0.326700860520006	0.0945706227885924	0.137908166919284	0.108240474702172
ENSG00000003147	15.2933106516866	11.6155501761076	4.2289219582482	6.18189034986035
ENSG00000003249	27.0937390473011	65.4920254339425	7.21218183010277	1.63107792380555
ENSG00000003393	9.821688539945	7.9748599254993	4.35681041842622	10.8544408220541
ENSG00000003400	5.6824230005682	4.07649158230827	3.97090840274165	2.42502972299117
ENSG00000003402	8.04673144996539	7.93021596437166	7.28804056710325	6.55602640113066
ENSG00000003436	80.5827360386338	59.7065539529968	93.7229641084806	45.8820965787739
ENSG00000003509	3.77554399768754	7.13244386869144	4.04376052052092	4.96004878183305
ENSG00000003756	10.8806352382055	12.8132686031566	8.97233087831803	5.32623313664094
ENSG00000003987	0.929893817732734	1.18560610591255	0.399539660731868	0.434588785943605
ENSG00000003989	142.608372227541	21.9945762520518	70.1452431333783	134.497287880379
ENSG00000004059	158.52563592561	106.286901413894	135.174496217568	81.1002002132002
ENSG00000004139	0.307814788341542	0.295184370146688	0.253208437622291	0.221922547039644
ENSG00000004142	185.211524423005	180.058221035454	208.560581977196	190.098566136738
ENSG00000004399	14.8990775384898	15.7958908984662	15.1061736682594	9.65086760842785
ENSG00000004455	63.2138498097594	63.0704511232019	49.3166681061393	54.1522003869693
ENSG00000004468	0.186618598742234	0.86848801294845	0.978641900110697	0.500024651636394
ENSG00000004478	57.5141319609213	47.5087737683581	61.5136200595352	48.8222006196329
ENSG00000004487	12.2886425569944	15.5362436950581	17.4931933836836	11.1402318500184
ENSG00000004534	14.9973335139076	12.6676693092414	14.3805941717321	6.02534637310802
ENSG00000004660	0.292231895003232	0.849553767076342	0.633783197073383	0.42923725651177
ENSG00000004700	5.38481867035264	3.40889542798608	0.982120721950296	2.75789634361449
ENSG00000004766	7.9578386990857	7.36484882429611	1.52776090633176	2.62526175609238
ENSG00000004776	7.61869858316828	24.8676520090785	12.4947837597298	12.0368707280061
ENSG00000004777	1.87069774306864	3.05480819782551	1.85612167583423	0.129495185599286
ENSG00000004779	119.060557312814	190.330035706449	144.526512303912	113.666539122586
ENSG00000004799	127.782388711931	73.9339588648333	29.8239523036987	190.048391404984
ENSG00000004809	0	0.0440244158421662	0	0.0335919938541188
ENSG00000004838	0.365246622123959	0.432673661498527	1.20717266277757	0.0235816724811546
ENSG00000004846	0	0.0308042118076489	0	0.00587614210165407
ENSG00000004848	0	0	0	0
ENSG00000004864	154.599945300138	59.8079550718657	30.0530929015418	63.5214606164169
ENSG00000004866	39.3496806106806	31.1511390630521	22.3337019736458	27.9742572137601
ENSG00000004897	11.1928694747782	9.07205012849316	8.9835010770775	6.76921237986874
ENSG00000004939	0.0491635704239361	0.144212104583483	0.0093883102555323	0.013754788218615
ENSG00000004948	0	0	0.0252234634300421	0.0277161215525258
ENSG00000004961	18.8674107945772	12.8533313272418	8.76168074625	13.7514809078773
ENSG00000004975	4.69106473657418	15.4804024938763	4.54082517001427	4.29939677469532
ENSG00000005001	0.0587054177861574	0.193726487894207	0.0336312845733895	0.689823469751753
ENSG00000005007	48.4725409570761	46.8594960246722	21.5807198946794	17.9542423426749
ENSG00000005020	25.9075907010267	17.0138180163617	1.11927068539192	4.8426539304121
ENSG00000005022	326.804029212802	312.834216149076	379.562677695274	454.917190524943
ENSG00000005059	4.32188358000233	2.08234713897171	1.71882733765246	1.39403087928103
ENSG00000005073	0.035453467996346	0	0.0406213162690352	0
ENSG00000005075	81.3657090516142	92.3825914009154	136.187866116061	54.773241759983
ENSG00000005100	4.38836059854737	5.06613041927116	1.70919719584476	3.45838784928676
ENSG00000005102	0.210402646236165	0	0.137755331861745	0.088298423446244
ENSG00000005108	4.41815113391021	0.495226165902683	0.131144031938623	0.182531831558152
ENSG00000005156	5.37594863376737	4.63490622286891	3.39608711622087	1.971540113103
ENSG00000005175	6.46084692011673	9.54411053357431	3.37063970075855	3.89908114750645
ENSG00000005187	21.1830991248842	8.21760730044266	5.95508373818111	26.1846446965072
ENSG00000005189	2.54081016509449	4.57043629669001	3.59615050989374	0.627227438514177
ENSG00000005194	19.2786762510012	32.7735143392722	13.0311209236562	15.9307490670305
ENSG00000005206	24.0612716003327	23.9292572234324	18.7207144274249	5.6515224891641
ENSG00000005238	3.03129915891476	5.08690644074452	2.64928972748908	1.80464561333861
ENSG00000005243	38.2737022466252	46.4008488903972	123.276957889503	40.2124691478863
ENSG00000005249	0.0217264910685218	0.979857712601356	0.32361467847441	1.5135592659413
ENSG00000005302	6.87098703831101	5.42827690600374	4.45027973817707	4.20139726730987
ENSG00000005339	12.9094534216853	12.0048016849877	5.92424277098025	7.33624673961345
ENSG00000005379	0.0978606683769247	2.10507659810955	0.822251874284479	0.611465865944592
ENSG00000005381	0	0.250548907205012	0.0434957639988036	0.0424836849178374
ENSG00000005421	429.134409421753	197.858565249315	242.921047228856	543.747306017774
ENSG00000005436	5.09451962079927	6.71262280553429	4.11537848741833	5.51415983709332
ENSG00000005448	1.24327908567832	1.78547409088914	4.27351419798093	1.84065163098234
ENSG00000005469	43.7709074205219	25.5678693317359	6.90018626670784	14.7124680559716
ENSG00000005471	269.07356620203	161.704077733319	20.0250205579915	35.7431516058237
ENSG00000005483	12.2273461522138	7.57782266088829	2.26487180387719	4.49057617463652
ENSG00000005486	207.226936311965	76.4433580410153	93.7223314915222	64.4197046804355
ENSG00000005513	0.0391840640749406	0.107755402609107	0.0561196248720418	0.0246662136427005
ENSG00000005700	33.9897387168041	14.1925292221406	11.3645076937608	18.6693304264083
ENSG00000005801	4.30931493181799	5.00802100392943	2.27346276129594	2.5134591236287
ENSG00000005810	2.84912499122102	2.65419486610431	1.07232584025145	3.13980623472615
ENSG00000005812	14.308100706764	21.666396951539	7.14563509701727	15.2454334516818
ENSG00000005844	16.5759414948809	29.2730273890555	10.6942452830974	6.79257115625592
ENSG00000005882	38.2939194635359	16.3392524103703	18.834888076168	19.1774935192556
ENSG00000005884	2.13846725742516	3.54478103985141	1.15702913249601	1.27760242002298
ENSG00000005889	4.37079622584749	3.32759461648608	1.73919751760763	2.6429694529421
ENSG00000005893	346.097018501928	150.020734661321	73.3431220881117	106.675294160457
ENSG00000005961	0.0488243078617547	0.134265882698956	0.0279705733085616	0.112693933177267
ENSG00000005981	0.723250747125459	0.280789450689016	0.341219056659896	0.598117526125932
ENSG00000006007	24.4537239171349	22.4207955776466	16.2310173195671	20.986444850044
ENSG00000006015	22.9738472616322	56.0973751699823	62.8754942767696	16.8584180742597
ENSG00000006016	0.272429829413887	1.04884731336473	1.66474858638278	0.419206338481953
ENSG00000006025	0.434239941569655	1.65190925167696	0.715208865664117	0.318911050392238
ENSG00000006042	19.5248341071081	35.3848377029067	16.7466048594988	3.17281457873641
ENSG00000006047	0.0357415809583194	0.491443210010564	0.511892822520513	0.404985314000974
ENSG00000006059	0	0	0	0
ENSG00000006062	3.33771619064008	5.1361402221413	9.66229814483569	6.3702932137396
ENSG00000006071	0	0.0363606083311492	0	0
ENSG00000006116	0	0.0289836908701826	0	0
ENSG00000006118	1.062802529687	1.25900318884676	1.52215143291468	0.343092305980525
ENSG00000006125	46.8330861289719	24.7848273352944	23.903243820472	18.4025714426663
ENSG00000006128	0	0	0	0.0551190665903338
ENSG00000006194	8.09408228424674	15.6569444028128	9.37127402673963	4.27942706039208
ENSG00000006210	12.1852028048311	5.8216213427339	3.61901866604952	11.169998668589
ENSG00000006282	25.2902740765119	16.4385601341143	26.9878372133238	26.0028752256452
ENSG00000006283	0	0	0	0
ENSG00000006327	64.6852537990783	64.9126893471214	43.7517357923007	8.62813765384374
ENSG00000006377	0	0	0	0.0148204261079478
ENSG00000006432	0.677501203491818	0.456763661223571	0.48411705690494	0.764308840377648
ENSG00000006451	22.3190660245747	27.1301838390344	12.8509342265493	11.085678728745
ENSG00000006453	93.0471471263904	42.9716586004938	31.6201114712286	13.0947425661283
ENSG00000006459	5.89708331349059	5.80138956877496	0.79431058521974	2.7767775411502
ENSG00000006468	3.6819794155404	1.64661766149605	0.0968221729765653	1.23615546997948
ENSG00000006530	10.5274417011442	11.9986606656472	2.25253588929112	4.36475988109488
ENSG00000006534	3.48473125102087	3.22473608604865	2.97074441825615	1.79320103358055
ENSG00000006555	3.67301108125373	6.5554263571735	2.61980166179939	1.91913220015241
ENSG00000006576	3.49067970729318	3.0132332716904	2.25980492988013	1.73424646069948
ENSG00000006606	0	0.636569256096187	0.132611551689098	0.0485722073296043
ENSG00000006607	5.84920843305916	3.11374204334759	1.99056170625687	3.6989437710687
ENSG00000006611	0	0	0	0.493223780872504
ENSG00000006625	34.6133749503457	55.4711768073138	29.7242066438201	21.7162073891927
ENSG00000006634	1.27036300285346	2.24498604194987	1.09761770118302	0.620523313141166
ENSG00000006638	1.65352092781271	3.63771992528954	3.44950205552629	3.62673102204799
ENSG00000006652	10.0599345898375	10.6706397261952	3.97932249674071	2.52302375623511
ENSG00000006659	0	0	0.0602234630732789	0
ENSG00000006695	4.98446390291824	7.63240555682052	3.73163275193356	5.32458241044723
ENSG00000006704	1.88577648790381	2.31837915574009	2.29569624420748	0.995059775002337
ENSG00000006712	56.0423058956665	56.7941174446948	78.4252906173588	41.203596587372
ENSG00000006715	12.1573022841816	13.3274503270984	4.95899358681261	7.16707069483481
ENSG00000006740	0.459381826172167	0.323402483855913	0.263171637413719	0.49353223852158
ENSG00000006744	20.8964902861288	34.5747363338381	11.3976045539615	23.9425767934344
ENSG00000006747	0.108900876935137	0.0460731171662328	0.00479902814977019	0.0562483463444238
ENSG00000006756	54.8851846287299	19.5692667174328	19.2360908570363	24.1121984037854
ENSG00000006757	22.9715762209777	5.99862694365658	6.78735574305767	12.8504170119191
ENSG00000006788	0	0	0.0148071665879028	0
ENSG00000006831	113.442185691175	36.3308040345991	53.7940013592819	53.9983442450798
ENSG00000006837	0.640378265684	0.497231318928466	0.302121039750949	0.268743726757454
ENSG00000007001	0.133660302343514	0.80863902380153	0.93800207824114	0.140231054425921
ENSG00000007038	0	0.0809237227912512	0.210727669162377	0.123494617550495
ENSG00000007047	22.4774919034887	18.0412208250106	9.68232351181662	6.71256902184236
ENSG00000007062	0	0	0.0214361740256233	0.840112671312983
ENSG00000007080	85.0676560037255	110.710556223978	157.512041604483	49.9732968210303
ENSG00000007129	0.384935347376058	0.793923454232323	0.385914515589622	0.74713878465425
ENSG00000007168	14.1209544179079	18.5288090539034	10.0908537198971	16.3246090387714
ENSG00000007171	10.540912020336	1.45740214168688	0.312539006638913	0.073591081363603
ENSG00000007174	0	0.00650920999324537	0	0.00248336449110631
ENSG00000007202	14.2584974144722	11.0925480140056	18.6779082655265	19.5924952678581
ENSG00000007216	1.08297616250835	0.438887188686422	0.685724811763976	0.490366631124758
ENSG00000007237	0.546962316542657	0.969331813073544	0.760151601500316	0.879904915076726
ENSG00000007255	45.9893138117819	106.401325464121	118.645907947768	60.1483219445283
ENSG00000007264	1.75472227678118	2.97919186868532	3.6057845612229	1.37673629195181
ENSG00000007306	0	0	0	0
ENSG00000007312	3.71884249408481	3.80858031519676	6.06078681567254	4.11692517585887
ENSG00000007314	0.802711031002472	0.550426469640224	0.48971976352785	0.0481241357181076
ENSG00000007341	3.18059419216778	2.21382141996419	1.71916174689176	2.69218538995541
ENSG00000007350	0.0307970132670758	0.0338764713880105	0	0.50405155501732
ENSG00000007372	0.152810490851052	0.439620871401649	0.282829288874047	0.320645335730463
ENSG00000007376	11.7959550408315	17.3697017478392	17.9413478962272	5.70949536485825
ENSG00000007384	11.9383510272923	7.4185849187723	2.18108772012717	1.67764053397347
ENSG00000007392	5.91588458212321	9.48318408771133	12.1258413657753	2.70724837425592
ENSG00000007402	0.0742930141084863	0.343231261057268	0.0851222798004344	0.274367333294251
ENSG00000007516	13.1540083314634	17.4199087176587	5.61483251028512	5.40480770346178
ENSG00000007520	48.1779258744876	78.8449661792443	106.163548628633	42.2776322103165
ENSG00000007541	40.0873636411978	37.5156563981956	28.1755652298105	14.9489289642611
ENSG00000007545	1.17253723800576	2.51046795609277	0.923622736037385	0.940208442496182
ENSG00000007866	8.592087948796	29.8838856377792	5.73481611587981	3.29672255607811
ENSG00000007908	0.189860352985358	5.5227870632345	0.302132229833536	5.04624557921849
ENSG00000007923	15.5801448319914	12.245316141778	3.54770946104407	9.98296024663999
ENSG00000007933	400.512663673806	707.864890772394	199.651774404849	420.766369666741
ENSG00000007944	3.37568749999544	4.09735679117019	1.56710238889824	2.3814452939123
ENSG00000007952	0.193038455638468	0.495461812455411	0.368627603153166	0.270037657198195
ENSG00000007968	0.344836370474959	0.551734231752642	1.76897576622759	0.0328898687658561
ENSG00000008018	116.530466238439	209.283354308355	212.438747405988	126.177393222372
ENSG00000008056	0.329621133583978	0.362580643905457	0.217885449137042	0.148970914471164
ENSG00000008083	3.7325016836883	3.91909863190186	1.58751350861315	2.07666231337083
ENSG00000008086	1.21402597882804	0.428476681116048	0.360764155478787	0.471339925254858
ENSG00000008118	0	0.0342655579659739	0	0.14380125546701
ENSG00000008128	3.43496397051669	3.17118504194106	3.18015297240405	1.06827731830949
ENSG00000008130	31.6063348328061	65.2702879968733	21.5647147844602	34.8379735976887
ENSG00000008196	0	0	0	0
ENSG00000008197	0	0	0	0
ENSG00000008226	0.17726733998173	0.0974963370447972	0.195852774868563	0.185981817825228
ENSG00000008256	4.80108221112009	5.00319712213736	2.36787221292955	2.16633337650301
ENSG00000008277	0.0261513956668998	0.191775524763497	0.00998777810557486	0.0512157343623275
ENSG00000008282	148.546322382933	123.16357355885	39.9601576067484	41.5596993345418
ENSG00000008283	40.3777331168635	32.584189868531	18.6888838178797	5.58077965520883
ENSG00000008294	14.4379138024622	10.6562447535377	10.1530949685156	10.8468966379943
ENSG00000008300	3.10327562123922	0.149718363009575	0.830424938874783	0.0399839130593815
ENSG00000008311	27.3819645679419	1.49492373027674	7.49729026221259	21.6516661283821
ENSG00000008323	1.49078926902668	12.9462349190632	7.23692056645475	1.86591594277114
ENSG00000008324	20.5162819385159	25.2177488396385	44.9211815305505	22.5358804881794
ENSG00000008382	42.3748168183143	81.8348304783944	64.1181379813028	40.4413826344966
ENSG00000008394	629.223108753236	614.824677411483	590.827937426286	801.627922866521
ENSG00000008405	14.537170240051	6.83984865943852	4.6564329265438	4.18590063217907
ENSG00000008438	0.113007929238353	0.124307829732116	0	0.853656543817795
ENSG00000008441	24.1011818165342	15.28036747819	9.76831410863038	12.1910723861578
ENSG00000008513	24.8510142880991	16.2496139271746	76.7829660184606	77.547531006806
ENSG00000008516	0.389200071434283	1.38508442807873	0.826284892059433	2.54607748015437
ENSG00000008517	202.618880107532	1686.46749356132	1379.7908826624	90.4220704052621
ENSG00000008710	6.91188404095266	4.62131810066491	5.32794907601132	3.4779047194727
ENSG00000008735	4.39107293309283	0.92764384732187	3.69005387160329	0.286789546529209
ENSG00000008838	31.1804424060729	28.6929017252304	19.8846869137344	15.9688113227518
ENSG00000008853	5.74679838284195	14.6952789358606	1.3425490342577	1.60364025109048
ENSG00000008869	5.23191525255854	3.59043498360222	1.68765244093837	3.10060914105001
ENSG00000008952	50.7172979380799	30.9331176787715	22.5612973768429	55.5864541199748
ENSG00000008988	439.936279006893	711.356661385317	2264.04713718319	456.580025714245
ENSG00000009307	158.731063205515	100.128919028749	80.7619265510764	129.038343056688
ENSG00000009335	41.6087026207719	29.5600167913756	10.4654074453193	16.7237667524756
ENSG00000009413	2.30056273312663	1.84488964374407	0.931068800775193	1.33607682341421
ENSG00000009694	1.97560056885852	0.0416577320954731	0.318201886342966	0.386731379714213
ENSG00000009709	0	0	0	0
ENSG00000009724	91.1736296999022	460.278408363081	215.482217597804	229.041755750047
ENSG00000009765	7.61349233633269	4.04405705511484	4.07370187141392	9.41346268863365
ENSG00000009780	3.67252008895707	2.91062235470322	3.24082259148922	2.01986577791483
ENSG00000009790	0.61603353309823	2.30394887329059	1.62340716176637	0.734217015276359
ENSG00000009830	4.53872823645448	2.75779792966877	2.93033485897731	2.17080006538401
ENSG00000009844	7.03903686729958	9.47484607724817	4.35752916834059	8.21103903842956
ENSG00000009950	302.378605145444	182.771189994901	190.234345479441	63.5841310977891
ENSG00000009954	27.2419114376348	16.2663578965094	10.480659078086	11.0519283778443
ENSG00000010017	17.0415812083689	22.741983677814	13.6110443368502	11.0128001284043
ENSG00000010030	2.65721347128019	14.261803708455	5.03923896418572	0.480662468365876
ENSG00000010072	3.77222309455362	7.06658053144192	1.59785927819151	1.65022675511841
ENSG00000010165	17.7551862853838	28.8923229862492	14.7530650198106	14.1634629452186
ENSG00000010219	2.85973610664292	3.66540935591522	5.48471569719021	3.60038517869363
ENSG00000010244	8.78544191777098	9.35217748104334	6.31157275533906	4.41044524488985
ENSG00000010256	237.538682092748	221.837811608589	214.490065725224	282.098008303638
ENSG00000010270	5.96934301282031	7.17875164530175	1.44190104771835	3.68289820163385
ENSG00000010278	54.5924166130368	34.8573215094583	101.883469398496	35.8799087183058
ENSG00000010282	0.0872554520660742	0	0.0499870889208771	0.0183089875349661
ENSG00000010292	5.2796783090449	6.72714181664936	5.59557167247046	2.79423266685853
ENSG00000010295	9.60330522827823	14.4310927776723	8.58303785846111	4.29443472542973
ENSG00000010310	0.593729710318863	0.136062081798607	0.0566895231604961	0.0311458757245775
ENSG00000010318	3.17058866257464	2.26905559623694	4.59564398494402	3.09400399918938
ENSG00000010319	1.56121180870621	2.50290351597795	1.40818904714641	0.899136102490268
ENSG00000010322	21.7938431908342	24.4080166312138	9.30516667797957	8.13766051116029
ENSG00000010327	11.3509679882802	15.906635608809	11.7708308221838	18.0508303488415
ENSG00000010361	5.05196044260769	5.5036827778709	5.03698258853011	10.6617879980109
ENSG00000010379	3.9472609425497	2.41674901923126	1.72798617570533	7.84504503426147
ENSG00000010404	9.40847744775851	7.56517318416955	3.93386711500664	8.25085547798168
ENSG00000010438	19.5590646758688	12.5177115254719	38.9935341964275	5.31296730068418
ENSG00000010539	3.5318912703463	3.78117409658694	1.92597654469169	1.07796926610232
ENSG00000010610	12.8293394811633	28.0231523673557	36.4940261723938	108.075001873708
ENSG00000010626	4.39814643522239	4.67299703906973	3.26405251089302	2.20230803687638
ENSG00000010671	0.646926490471815	1.71434289214946	1.81937106079564	1.55490747410252
ENSG00000010704	19.5948822593085	14.7137576441148	2.4426390533456	4.21175986809839
ENSG00000010803	7.05185802192744	8.61887570577178	3.56295273739222	3.11354718960929
ENSG00000010810	16.8203643298541	9.96655499241401	13.7089384693418	14.2401582226717
ENSG00000010818	4.19255581969132	2.26446598808521	1.15537626873506	1.16244087628794
ENSG00000010932	0.233958907816143	4.0604576715053	3.35077191508355	0.1963682784501
ENSG00000011007	15.0449205910338	11.8258857342358	13.6655380661006	16.3377340865711
ENSG00000011009	96.4251082407251	78.2768464173907	86.4271244006725	59.3126226245999
ENSG00000011021	4.72501986501116	3.06762848864765	1.80458628507912	3.56561923469979
ENSG00000011028	1.42675341523372	5.69474346227692	4.04010127877665	3.27890790043575
ENSG00000011052	0.886633879020104	0.97529026512373	0.781441079944977	0.572443616977566
ENSG00000011083	0	0	0.0124666917407643	0.0182649166904048
ENSG00000011105	40.0146882821494	44.5127273711118	31.5713042114286	52.1948872685449
ENSG00000011114	2.45158838660854	3.12140941846909	1.42658882420275	2.36147931219822
ENSG00000011132	7.21761701469613	12.5723476546007	7.20581529296415	3.99310402143477
ENSG00000011143	3.80181869577839	6.0115826543792	6.00892981618015	3.03427357251882
ENSG00000011198	25.8540744146253	10.909667044892	15.1147350943535	9.55691231303709
ENSG00000011201	0.219071437104441	0.283502177406157	0.125502110725088	0.0378561660229621
ENSG00000011243	15.1839246065762	25.9160798021355	29.470107387316	6.60815251089221
ENSG00000011258	4.3388997580478	4.25723135938753	3.66356043424706	3.33087837610065
ENSG00000011260	14.649264406864	16.5393733328898	23.2818693538052	14.0082604972846
ENSG00000011275	11.5288529051675	12.1420025920287	7.27423393659722	7.92043099353556
ENSG00000011295	11.7484145752575	10.0416471237261	7.10942388174917	15.535161038063
ENSG00000011304	89.0815733298406	90.9418053551038	46.7229674053315	37.7799338894518
ENSG00000011332	0.103606590473193	0.0759776208888997	0.098923939768077	0
ENSG00000011347	97.9104051443095	15.4701017273541	32.7558318888024	45.5846263200602
ENSG00000011376	8.54134129589036	8.88601838506647	3.30142384078609	7.16898750120172
ENSG00000011405	9.40546849496598	5.2001680661973	1.9263895152989	4.71913207886633
ENSG00000011422	4.34624284375082	2.77955395674298	3.96644445799028	6.80804349231086
ENSG00000011426	2.49859185932469	3.77675595492773	1.82089483983711	0.0570649872616867
ENSG00000011451	15.2158876452975	19.8962375693448	12.5965489173673	6.07377755144812
ENSG00000011454	8.45083109821648	8.40029376504724	4.55215623060523	5.33001484232844
ENSG00000011465	9.90351209949077	39.4227447047589	17.4766032425126	60.5623748135017
ENSG00000011478	11.412333217629	15.5756096266943	19.734837787665	6.2675389537445
ENSG00000011485	15.4551336123708	19.2787484211708	12.7923910625059	12.7747191027792
ENSG00000011523	3.38154049932311	3.09206956665624	2.31191354907272	2.21334585330559
ENSG00000011566	5.89444384693033	8.61776426203393	4.76602025372494	5.27615323735162
ENSG00000011590	0.157380481724592	0.302955252345197	0.225401162566334	0
ENSG00000011600	36.7458040878258	102.060738140059	125.253535576748	90.9281905705277
ENSG00000011638	0.929201245375932	2.5775049501555	2.29130242376021	2.22103291440181
ENSG00000011677	0.065758924341283	0.0241114324911433	0	0
ENSG00000012048	0.734057707823979	0.971472523308224	1.73468022984797	0.438019427614431
ENSG00000012061	20.8515571002177	22.8897865782587	19.9091406177126	11.266125546937
ENSG00000012124	0.273874785669448	2.9304391684707	1.06975888353851	0.198524777632045
ENSG00000012171	1.71009257525476	1.30858318475234	70.6648504428751	0.988088597778745
ENSG00000012174	20.2273290619674	9.96024504239027	3.76501363041024	11.2007706265346
ENSG00000012211	4.67327536405086	3.58644139209312	2.11688422204329	1.97640873902606
ENSG00000012223	0.327757136159574	1.11163497283101	0.469415512776615	0.458492940620501
ENSG00000012232	5.81394796420641	6.1893466100845	2.80569714522257	7.51407988430148
ENSG00000012504	59.8957698739864	53.7506366120452	31.5170848878294	44.4943313684781
ENSG00000012660	76.9290199504551	59.9001546035344	29.8195861685469	49.1081096482525
ENSG00000012779	1.10392422496204	4.10721799753362	1.24623637192901	3.12030883534358
ENSG00000012817	0	0	3.78484873089787	4.70054293351544
ENSG00000012822	13.7320238597167	14.1591407285733	7.03247016204659	8.24260256424137
ENSG00000012963	10.1982466948829	12.5505815313725	9.12321883669004	7.8479091034251
ENSG00000012983	5.27558213302237	5.17070972551547	2.54763270783932	2.99453916451463
ENSG00000013016	1.404067455593	5.13533985122842	1.67911224976831	7.63061414491144
ENSG00000013275	113.450769922245	134.28002901192	88.487080129433	49.9886123995337
ENSG00000013288	63.9414938602269	20.9289358103198	3.55077351032596	16.5887396777652
ENSG00000013293	0.0402680931661953	0.132883753450149	0	0.0168990704507135
ENSG00000013297	0.675234100013396	4.74536113500196	1.41837500582544	0.75565724487329
ENSG00000013306	144.12410439589	180.73921094799	171.292642549073	72.4972729228752
ENSG00000013364	216.112886708373	176.494169081809	77.2420578288976	36.9246584354965
ENSG00000013374	48.8701205767951	49.6580735894354	22.0140959485284	20.6260440929932
ENSG00000013375	14.6023935026313	6.81484548785207	3.91558026769318	8.35904066158574
ENSG00000013392	2.34708776110426	2.00804955721111	1.91730659841949	2.45335053725413
ENSG00000013441	24.9575616292981	22.2359117872437	18.0610691397962	11.6233534395141
ENSG00000013503	9.23528408378958	5.88578518872029	3.31625086994857	7.33589241492849
ENSG00000013523	4.81026023373144	11.7583294893439	3.0979247264372	9.47334464391309
ENSG00000013561	35.2168464442996	12.9338847917733	10.4122457039214	18.770365374336
ENSG00000013563	4.81485911276174	7.0518244898565	1.59612198242285	4.42720813948058
ENSG00000013573	3.54102320597651	3.40285995880744	4.29124575829899	2.1719047408468
ENSG00000013583	48.914404857877	73.9607402503421	86.5151055242351	70.8003472041879
ENSG00000013588	0.0442084808756393	0.0243144899231524	0.0379893727943911	0.111316256732557
ENSG00000013619	2.21266452303524	0.97725314845026	1.27719895667274	1.07630367700142
ENSG00000013725	0.925747612210863	3.49529764781818	2.55138590237755	0.871506680650393
ENSG00000013810	5.79302782891752	11.7468887643295	14.1967556543164	2.29606290821902
ENSG00000014123	18.819672761228	5.7845518494661	5.48452682956979	13.4353899225869
ENSG00000014138	4.45512028728123	5.54604163420212	7.93067729346242	2.27094529284862
ENSG00000014164	17.4142462665345	24.367366525781	14.0975782729781	4.87208856715522
ENSG00000014216	134.546083373424	64.2984867568352	43.8034948847316	56.8735532757416
